,steps,a1_b1,a1_b2,a1_b3,a1_b4,a1_c1,a1_c2,a1_c3,a1_c4,a1_d1,a1_d2,a1_d3,a1_d4,a2_b1,a2_b2,a2_b3,a2_b4,a2_c1,a2_c2,a2_c3,a2_c4,a2_d1,a2_d2,a2_d3,a2_d4,a3_b1,a3_b2,a3_b3,a3_b4,a3_c1,a3_c2,a3_c3,a3_c4,a3_d1,a3_d2,a3_d3,a3_d4,a4_b1,a4_b2,a4_b3,a4_b4,a4_c1,a4_c2,a4_c3,a4_c4,a4_d1,a4_d2,a4_d3,a4_d4,b1_c1,b1_c2,b1_c3,b1_c4,b1_d1,b1_d2,b1_d3,b1_d4,b2_c1,b2_c2,b2_c3,b2_c4,b2_d1,b2_d2,b2_d3,b2_d4,b3_c1,b3_c2,b3_c3,b3_c4,b3_d1,b3_d2,b3_d3,b3_d4,b4_c1,b4_c2,b4_c3,b4_c4,b4_d1,b4_d2,b4_d3,b4_d4,c1_d1,c1_d2,c1_d3,c1_d4,c2_d1,c2_d2,c2_d3,c2_d4,c3_d1,c3_d2,c3_d3,c3_d4,c4_d1,c4_d2,c4_d3,c4_d4
33,660.0,0.1523,0.1007,0.0552,0.1836,0.066,0.052,0.2022,0.2162,0.1959,0.1626,0.0716,0.0087,0.1444,0.2541,0.0356,0.0989,0.1042,0.1794,0.0623,0.1459,0.2558,0.0288,0.1982,0.0536,0.0322,0.0209,0.3263,0.0594,0.0356,0.0989,0.312,0.0865,0.0071,0.1749,0.2433,0.0665,0.0124,0.2202,0.2202,0.0836,0.0071,0.0164,0.2168,0.1985,0.0124,0.0865,0.2185,0.2156,0.0797,0.0611,0.3316,0.0862,0.0662,0.1029,0.3138,0.0865,0.1271,0.0164,0.1659,0.0552,0.1548,0.1476,0.0875,0.1175,0.0124,0.071,0.2714,0.2038,0.0142,0.1029,0.2349,0.2174,0.0,0.0915,0.1467,0.1264,0.0124,0.2326,0.2458,0.0166,0.1523,0.1007,0.0552,0.1836,0.066,0.052,0.2022,0.2162,0.1959,0.1626,0.0716,0.0087,0.1444,0.2541,0.0356,0.0989
34,680.0,0.089,0.0053,0.0803,0.0496,0.2465,0.2264,0.0848,0.0541,0.0742,0.325,0.1664,0.1664,0.0985,0.3245,0.0045,0.0045,0.0496,0.1026,0.072,0.0,0.1207,0.1195,0.151,0.2206,0.0704,0.1788,0.0828,0.4,0.0083,0.0045,0.0038,0.4154,0.0318,0.0265,0.1163,0.0496,0.0984,0.1616,0.1208,0.231,0.0704,0.3576,0.0,0.304,0.0038,0.0909,0.0045,0.3328,0.0742,0.106,0.1462,0.1818,0.0719,0.0301,0.0914,0.6878,0.0488,0.132,0.072,0.0832,0.0541,0.1373,0.0,0.0832,0.1272,0.1439,0.072,0.1651,0.0719,0.1599,0.0,0.6494,0.0,0.1664,0.1208,0.0488,0.0053,0.1664,0.0488,0.0541,0.089,0.0053,0.0803,0.0496,0.2465,0.2264,0.0848,0.0541,0.0742,0.325,0.1664,0.1664,0.0985,0.3245,0.0045,0.0045
35,700.0000000000001,0.192,0.3688,0.0317,0.1765,0.2216,0.0529,0.0543,0.1072,0.0,0.0078,0.0596,0.0568,0.391,0.0395,0.037,0.2033,0.0,0.2634,0.4157,0.0899,0.0687,0.1533,0.0607,0.1533,0.0596,0.0,0.0568,0.0078,0.0053,0.4653,0.0342,0.166,0.0742,0.2634,0.2077,0.2237,0.2148,0.1637,0.0543,0.0032,0.0543,0.0025,0.0674,0.0,0.4813,0.129,0.0288,0.0317,0.0,0.391,0.192,0.2216,0.0125,0.1451,0.2294,0.082,0.0596,0.0,0.086,0.037,0.0615,0.3459,0.06,0.0764,0.391,0.2216,0.096,0.096,0.0778,0.1528,0.1091,0.1293,0.086,0.0,0.0649,0.0317,0.2698,0.1842,0.0882,0.0016,0.192,0.3688,0.0317,0.1765,0.2216,0.0529,0.0543,0.1072,0.0,0.0078,0.0596,0.0568,0.391,0.0395,0.037,0.2033
36,720.0,0.0723,0.0581,0.0147,0.1199,0.1153,0.0053,0.4901,0.2499,0.0506,0.0581,0.2042,0.2733,0.0176,0.0053,0.1388,0.1265,0.0744,0.0602,0.0723,0.0581,0.4356,0.1885,0.2365,0.0,0.235,0.0889,0.2042,0.0581,0.1494,0.0,0.1388,0.0,0.0252,0.0021,0.0602,0.1775,0.1606,0.0382,0.3557,0.3061,0.1536,0.0308,0.3129,0.0889,0.0302,0.0053,0.2524,0.0003,0.1329,0.0,0.1229,0.0,0.0106,0.0581,0.0,0.0581,0.4239,0.1577,0.2662,0.0,0.327,0.1218,0.2627,0.0581,0.0302,0.005,0.1012,0.1194,0.005,0.0053,0.0581,0.0584,0.2576,0.0021,0.4325,0.1556,0.0768,0.064,0.3894,0.2394,0.0723,0.0581,0.0147,0.1199,0.1153,0.0053,0.4901,0.2499,0.0506,0.0581,0.2042,0.2733,0.0176,0.0053,0.1388,0.1265
37,740.0,0.4502,0.0,0.1131,0.0821,0.232,0.062,0.009,0.317,0.162,0.1206,0.242,0.0342,0.0562,0.062,0.0007,0.0569,0.1131,0.1379,0.1412,0.2532,0.154,0.225,0.125,0.116,0.1768,0.1462,0.0342,0.2016,0.0569,0.0627,0.0,0.0562,0.1729,0.0569,0.1062,0.3094,0.116,0.08,0.154,0.27,0.1768,0.018,0.1062,0.2578,0.0007,0.1189,0.0,0.0562,0.0562,0.162,0.232,0.4502,0.0603,0.124,0.0,0.0603,0.1734,0.1221,0.009,0.0603,0.2109,0.1637,0.0594,0.0562,0.232,0.0562,0.162,0.4502,0.0603,0.124,0.0,0.0603,0.1734,0.0187,0.0,0.1727,0.0007,0.0749,0.2044,0.2102,0.4502,0.0,0.1131,0.0821,0.232,0.062,0.009,0.317,0.162,0.1206,0.242,0.0342,0.0562,0.062,0.0007,0.0569
38,760.0,0.0,0.0895,0.1732,0.0837,0.0,0.1498,0.3464,0.0,0.0208,0.2681,0.3233,0.0,0.0208,0.17,0.2707,0.0837,0.1674,0.0,0.179,0.0,0.0,0.0983,0.179,0.2189,0.2199,0.1513,0.0567,0.1843,0.2289,0.053,0.0567,0.2066,0.0,0.0,0.0895,0.2569,0.0983,0.0983,0.1498,0.1498,0.1513,0.1879,0.203,0.07,0.053,0.0104,0.1841,0.2977,0.0,0.0,0.0,0.0416,0.2114,0.053,0.2357,0.1773,0.2374,0.2496,0.2357,0.3909,0.1674,0.0,0.0,0.0,0.0,0.0208,0.0208,0.0,0.053,0.0792,0.3424,0.2028,0.2496,0.1966,0.2632,0.4042,0.0,0.0,0.0,0.1674,0.0,0.0895,0.1732,0.0837,0.0,0.1498,0.3464,0.0,0.0208,0.2681,0.3233,0.0,0.0208,0.17,0.2707,0.0837
39,780.0,0.1397,0.0929,0.0468,0.0144,0.1523,0.0984,0.1047,0.146,0.2749,0.327,0.0,0.0521,0.1177,0.1505,0.0579,0.2247,0.1541,0.0929,0.0,0.0468,0.1928,0.1634,0.0,0.1452,0.509,0.145,0.0,0.0,0.2125,0.2155,0.0244,0.0984,0.054,0.0,0.1469,0.0929,0.2578,0.0,0.1452,0.0984,0.1042,0.0,0.4569,0.0929,0.3224,0.0,0.1178,0.1106,0.4272,0.1984,0.0122,0.0468,0.3675,0.2029,0.0,0.0984,0.0468,0.0579,0.0,0.1047,0.2269,0.1576,0.0122,0.0405,0.2578,0.0,0.3278,0.099,0.1042,0.0,0.3733,0.1913,0.0468,0.0,0.1047,0.0579,0.3296,0.0,0.061,0.0466,0.1397,0.0929,0.0468,0.0144,0.1523,0.0984,0.1047,0.146,0.2749,0.327,0.0,0.0521,0.1177,0.1505,0.0579,0.2247
40,800.0,0.1787,0.0605,0.0738,0.0754,0.0524,0.1268,0.4178,0.0744,0.2033,0.0605,0.2292,0.0738,0.1706,0.1268,0.0,0.076,0.0,0.1942,0.0746,0.1196,0.0524,0.4796,0.1394,0.0,0.1428,0.2771,0.0864,0.0605,0.0524,0.1343,0.1276,0.0591,0.0,0.121,0.1345,0.1329,0.2152,0.3514,0.1048,0.0,0.0126,0.4066,0.0738,0.0738,0.0,0.1488,0.1655,0.0591,0.1238,0.2501,0.0524,0.1787,0.0524,0.1349,0.1268,0.0605,0.0714,0.5504,0.099,0.0,0.0,0.1498,0.1498,0.0,0.0,0.2638,0.223,0.1182,0.0,0.2698,0.1048,0.0,0.2278,0.3454,0.0738,0.0738,0.0,0.1488,0.077,0.0738,0.1787,0.0605,0.0738,0.0754,0.0524,0.1268,0.4178,0.0744,0.2033,0.0605,0.2292,0.0738,0.1706,0.1268,0.0,0.076
41,820.0,0.1156,0.0,0.2862,0.1838,0.0581,0.0697,0.1652,0.1536,0.1198,0.1484,0.1314,0.1368,0.0539,0.0787,0.1304,0.1684,0.1363,0.0539,0.2323,0.1631,0.0,0.0581,0.293,0.0955,0.0787,0.1368,0.2592,0.0617,0.215,0.1326,0.0765,0.0073,0.1631,0.1441,0.1487,0.1297,0.0948,0.0,0.1659,0.1859,0.0617,0.0617,0.2271,0.1859,0.0066,0.0824,0.2127,0.1297,0.0539,0.112,0.1198,0.0617,0.0787,0.0787,0.1394,0.0,0.1297,0.0539,0.3724,0.1572,0.1677,0.1368,0.2294,0.1087,0.0617,0.0617,0.0539,0.1701,0.0,0.0,0.2271,0.0697,0.1565,0.1375,0.2198,0.1994,0.108,0.089,0.2536,0.192,0.1156,0.0,0.2862,0.1838,0.0581,0.0697,0.1652,0.1536,0.1198,0.1484,0.1314,0.1368,0.0539,0.0787,0.1304,0.1684
42,840.0,0.1618,0.3908,0.067,0.0,0.1308,0.0218,0.0642,0.0666,0.1566,0.3534,0.0642,0.0,0.136,0.2532,0.067,0.0666,0.2292,0.0,0.2414,0.149,0.0751,0.0,0.1974,0.0109,0.2051,0.0,0.2871,0.082,0.1962,0.0,0.2487,0.0779,0.165,0.2268,0.1354,0.0924,0.1974,0.0109,0.0109,0.0642,0.3252,0.0924,0.0,0.1566,0.2312,0.1453,0.1463,0.0,0.2934,0.0,0.2908,0.001,0.348,0.0,0.4194,0.2518,0.0642,0.0,0.1312,0.067,0.0,0.0,0.1332,0.0,0.1984,0.1608,0.0694,0.1566,0.522,0.2486,0.1562,0.0924,0.0652,0.066,0.067,0.0642,0.1332,0.0,0.0,0.0,0.1618,0.3908,0.067,0.0,0.1308,0.0218,0.0642,0.0666,0.1566,0.3534,0.0642,0.0,0.136,0.2532,0.067,0.0666
43,859.9999999999999,0.085,0.0238,0.0383,0.1233,0.2211,0.0929,0.1104,0.2386,0.0,0.1652,0.0,0.3052,0.1779,0.0929,0.0383,0.2871,0.0502,0.085,0.085,0.0502,0.1104,0.2211,0.0,0.3315,0.0119,0.1414,0.3052,0.0119,0.0383,0.1779,0.2488,0.1312,0.085,0.1352,0.0383,0.0119,0.2033,0.2211,0.1104,0.1282,0.0819,0.3766,0.0,0.0119,0.2598,0.2981,0.0383,0.0,0.0,0.242,0.085,0.157,0.0238,0.1636,0.0707,0.1167,0.0935,0.0,0.0,0.0935,0.0935,0.2198,0.4833,0.1576,0.1779,0.242,0.0,0.0641,0.0929,0.2581,0.0,0.0238,0.0552,0.0383,0.0935,0.0,0.304,0.4926,0.0935,0.0641,0.085,0.0238,0.0383,0.1233,0.2211,0.0929,0.1104,0.2386,0.0,0.1652,0.0,0.3052,0.1779,0.0929,0.0383,0.2871
44,880.0,0.3709,0.0082,0.0082,0.1943,0.1995,0.137,0.0,0.2159,0.3679,0.0082,0.0082,0.0707,0.2055,0.0,0.1608,0.0447,0.0611,0.159,0.2732,0.0883,0.137,0.137,0.1578,0.1206,0.0164,0.159,0.0707,0.2089,0.3663,0.0,0.0447,0.0,0.0707,0.0965,0.2025,0.2119,0.2576,0.0,0.0789,0.2159,0.1913,0.0965,0.0789,0.0883,0.0,0.0,0.2055,0.2055,0.2055,0.2473,0.2732,0.4178,0.0849,0.0685,0.0,0.0,0.1772,0.0,0.0,0.0,0.1132,0.1392,0.2732,0.0,0.3119,0.1766,0.2747,0.3806,0.0685,0.0082,0.0082,0.0685,0.0,0.0082,0.0886,0.0804,0.1392,0.0,0.1943,0.1921,0.3709,0.0082,0.0082,0.1943,0.1995,0.137,0.0,0.2159,0.3679,0.0082,0.0082,0.0707,0.2055,0.0,0.1608,0.0447
45,900.0,0.0,0.1274,0.2152,0.3426,0.0,0.0,0.1533,0.1533,0.4625,0.0371,0.0875,0.1987,0.0741,0.0371,0.0,0.1112,0.2548,0.1533,0.0766,0.2005,0.0,0.1533,0.0766,0.0767,0.0627,0.0371,0.1942,0.4918,0.0371,0.0371,0.0,0.1482,0.204,0.1238,0.1533,0.2041,0.0766,0.0,0.1533,0.0767,0.3054,0.1494,0.0,0.331,0.1112,0.0,0.0,0.1112,0.0,0.0,0.1942,0.3424,0.1645,0.0371,0.0,0.0,0.0128,0.1533,0.0766,0.2133,0.1773,0.1904,0.0766,0.3615,0.2683,0.0,0.0,0.2683,0.1008,0.0,0.0,0.1008,0.0766,0.1366,0.1533,0.0895,0.2515,0.1366,0.1533,0.2644,0.0,0.1274,0.2152,0.3426,0.0,0.0,0.1533,0.1533,0.4625,0.0371,0.0875,0.1987,0.0741,0.0371,0.0,0.1112
46,920.0,0.0788,0.2077,0.2077,0.0,0.7858,0.0735,0.0735,0.1286,0.0646,0.0,0.1576,0.0,0.0646,0.0,0.1576,0.0,0.1129,0.0,0.2471,0.1342,0.4021,0.3286,0.2021,0.1286,0.0465,0.0,0.1757,0.0,0.0465,0.0,0.1757,0.0,0.0394,0.1864,0.2684,0.0,0.2572,0.4756,0.1308,0.1978,0.1111,0.0465,0.0,0.0646,0.1111,0.0465,0.0,0.0646,0.368,0.3286,0.2329,0.0643,0.0735,0.0,0.1406,0.0671,0.1665,0.0,0.3628,0.0671,0.0,0.0,0.0643,0.0643,0.2326,0.368,0.1308,0.2624,0.0,0.147,0.1342,0.0,0.1576,0.24,0.1342,0.0646,0.1286,0.0,0.0,0.0,0.0788,0.2077,0.2077,0.0,0.7858,0.0735,0.0735,0.1286,0.0646,0.0,0.1576,0.0,0.0646,0.0,0.1576,0.0
47,940.0,0.2788,0.0358,0.1484,0.094,0.2788,0.0358,0.0614,0.2272,0.0838,0.0838,0.0,0.1422,0.0838,0.0838,0.087,0.2754,0.0614,0.1557,0.0796,0.2603,0.128,0.1557,0.1462,0.1733,0.0,0.1549,0.0711,0.0838,0.0666,0.1549,0.1377,0.1708,0.1736,0.141,0.0435,0.1989,0.1736,0.141,0.0,0.2886,0.0838,0.0,0.0,0.226,0.0838,0.0,0.0435,0.4027,0.0614,0.3012,0.1234,0.2392,0.0,0.0838,0.0358,0.1196,0.0614,0.0,0.0,0.2354,0.1332,0.2362,0.2754,0.094,0.3012,0.1848,0.0,0.2392,0.1196,0.0358,0.0,0.0838,0.0,0.0614,0.087,0.1484,0.094,0.0,0.0,0.6448,0.2788,0.0358,0.1484,0.094,0.2788,0.0358,0.0614,0.2272,0.0838,0.0838,0.0,0.1422,0.0838,0.0838,0.087,0.2754
48,960.0,0.313,0.2375,0.0179,0.0678,0.1674,0.0,0.0,0.0678,0.1047,0.0621,0.0,0.1668,0.2043,0.2996,0.0711,0.22,0.0857,0.1776,0.1098,0.2631,0.1176,0.0678,0.0498,0.0,0.0621,0.0,0.2715,0.0,0.183,0.163,0.4311,0.0179,0.0179,0.1098,0.3181,0.1904,0.0498,0.0498,0.0678,0.0678,0.1668,0.0,0.1047,0.0621,0.2877,0.2128,0.2324,0.0621,0.1674,0.0678,0.309,0.2452,0.08,0.2196,0.2817,0.0179,0.0445,0.0266,0.0,0.0179,0.1565,0.0944,0.2715,0.0,0.2043,0.0996,0.2951,0.1904,0.08,0.2196,0.2375,0.0621,0.0445,0.0266,0.0179,0.0,0.1934,0.0266,0.1725,0.1299,0.313,0.2375,0.0179,0.0678,0.1674,0.0,0.0,0.0678,0.1047,0.0621,0.0,0.1668,0.2043,0.2996,0.0711,0.22
49,980.0,0.1627,0.0,0.1427,0.1384,0.0727,0.2404,0.1921,0.1194,0.1652,0.0,0.1452,0.067,0.1212,0.2404,0.1212,0.0714,0.0587,0.2302,0.0592,0.0957,0.1194,0.1929,0.1202,0.1921,0.0,0.1575,0.1217,0.0982,0.0587,0.1202,0.2541,0.1212,0.134,0.023,0.1441,0.1427,0.0,0.1194,0.3123,0.1929,0.2322,0.0,0.0,0.1452,0.0982,0.023,0.1916,0.2414,0.023,0.2067,0.0982,0.1939,0.0,0.2404,0.2404,0.0,0.0827,0.1197,0.1452,0.2536,0.1311,0.134,0.0714,0.0597,0.2322,0.023,0.0727,0.1939,0.0,0.0,0.2404,0.2404,0.0982,0.0827,0.1324,0.2879,0.134,0.0597,0.2025,0.0,0.1627,0.0,0.1427,0.1384,0.0727,0.2404,0.1921,0.1194,0.1652,0.0,0.1452,0.067,0.1212,0.2404,0.1212,0.0714
50,1000.0,0.1515,0.0888,0.1821,0.3472,0.0627,0.0,0.1621,0.0,0.2644,0.0986,0.1606,0.0,0.3532,0.0888,0.02,0.02,0.1385,0.2724,0.296,0.0627,0.0497,0.0,0.1124,0.0627,0.2308,0.0986,0.1322,0.062,0.221,0.1088,0.1522,0.0,0.2133,0.0888,0.1715,0.296,0.0497,0.0,0.0627,0.1124,0.0986,0.1322,0.2928,0.0,0.0,0.221,0.241,0.02,0.3532,0.0888,0.3271,0.0627,0.1381,0.1381,0.0,0.0,0.1487,0.0693,0.1821,0.1247,0.0,0.1836,0.1836,0.0,0.0,0.3532,0.4159,0.0627,0.0493,0.0888,0.1381,0.0,0.1487,0.0,0.194,0.1821,0.1636,0.0,0.02,0.1836,0.1515,0.0888,0.1821,0.3472,0.0627,0.0,0.1621,0.0,0.2644,0.0986,0.1606,0.0,0.3532,0.0888,0.02,0.02
51,1019.9999999999999,0.3916,0.2054,0.4362,0.0722,0.0,0.0,0.0,0.0,0.0821,0.0,0.0974,0.0821,0.4121,0.0,0.211,0.0099,0.1751,0.2054,0.203,0.5219,0.0,0.0,0.0,0.0,0.0487,0.0,0.1308,0.0821,0.193,0.0,0.1722,0.2678,0.2054,0.3781,0.1308,0.3911,0.0,0.0,0.0,0.0,0.0,0.1407,0.0487,0.0722,0.1136,0.2128,0.0487,0.2579,0.304,0.0154,0.1389,0.4275,0.0154,0.1027,0.0,0.0873,0.0974,0.0873,0.285,0.2749,0.0,0.0,0.0821,0.0821,0.0722,0.396,0.0,0.4176,0.1027,0.0154,0.0,0.0873,0.1441,0.2282,0.2282,0.1441,0.0,0.092,0.0,0.0722,0.3916,0.2054,0.4362,0.0722,0.0,0.0,0.0,0.0,0.0821,0.0,0.0974,0.0821,0.4121,0.0,0.211,0.0099
52,1040.0,0.3992,0.1266,0.0638,0.0,0.146,0.0822,0.0638,0.0,0.4344,0.018,0.0734,0.018,0.3746,0.1266,0.0734,0.0,0.0,0.0,0.0638,0.5258,0.0,0.0,0.2282,0.0638,0.0914,0.0914,0.1522,0.2088,0.0734,0.0846,0.1634,0.2532,0.0638,0.0638,0.462,0.0,0.0638,0.146,0.0,0.0822,0.1468,0.0941,0.2268,0.0761,0.158,0.0761,0.2644,0.0761,0.0734,0.0846,0.4616,0.7346,0.009,0.009,0.0822,0.2532,0.0734,0.0734,0.0638,0.0638,0.009,0.009,0.0,0.0,0.2218,0.2571,0.682,0.1933,0.0,0.0501,0.2622,0.0411,0.2106,0.0638,0.0,0.0,0.0,0.009,0.009,0.0,0.3992,0.1266,0.0638,0.0,0.146,0.0822,0.0638,0.0,0.4344,0.018,0.0734,0.018,0.3746,0.1266,0.0734,0.0
53,1060.0,0.1082,0.0,0.3806,0.1246,0.0053,0.0,0.1299,0.1246,0.2898,0.0327,0.3342,0.0835,0.1869,0.0327,0.0835,0.0835,0.1694,0.0,0.3141,0.1299,0.0,0.0,0.1299,0.1299,0.3627,0.0,0.3004,0.0771,0.1933,0.0,0.1162,0.0771,0.2628,0.0887,0.0,0.2619,0.0053,0.0,0.0,0.2545,0.3346,0.0887,0.1162,0.2007,0.0771,0.0,0.1162,0.1933,0.275,0.0,0.1557,0.1595,0.0327,0.0,0.0327,0.0,0.3342,0.0,0.4641,0.1299,0.0835,0.0,0.2081,0.1246,0.3357,0.0148,0.0327,0.207,0.0,0.0,0.0327,0.0327,0.3441,0.1626,0.0835,0.338,0.0,0.0,0.0835,0.3327,0.1082,0.0,0.3806,0.1246,0.0053,0.0,0.1299,0.1246,0.2898,0.0327,0.3342,0.0835,0.1869,0.0327,0.0835,0.0835
54,1080.0,0.0,0.27,0.0931,0.3737,0.0959,0.0094,0.1071,0.0206,0.166,0.0,0.166,0.0106,0.2619,0.0,0.3438,0.0819,0.0931,0.0112,0.27,0.3625,0.1165,0.0206,0.0,0.0959,0.0744,0.0744,0.0,0.1938,0.2522,0.0744,0.0,0.361,0.0,0.2806,0.0931,0.3631,0.1053,0.0,0.0112,0.1165,0.0744,0.1766,0.0,0.0916,0.1703,0.166,0.0819,0.2694,0.1703,0.0744,0.0,0.2791,0.0047,0.0047,0.135,0.135,0.2634,0.0856,0.0,0.361,0.0978,0.0159,0.135,0.2381,0.1703,0.166,0.0,0.1875,0.0047,0.135,0.0,0.1397,0.1703,0.166,0.0931,0.2806,0.0047,0.1562,0.0931,0.2328,0.0,0.27,0.0931,0.3737,0.0959,0.0094,0.1071,0.0206,0.166,0.0,0.166,0.0106,0.2619,0.0,0.3438,0.0819
55,1100.0,0.2143,0.1393,0.1383,0.2869,0.2995,0.0056,0.0,0.0949,0.1046,0.1965,0.0,0.0949,0.0,0.0,0.1383,0.2869,0.2223,0.2694,0.2774,0.0097,0.0949,0.2074,0.0949,0.0028,0.1046,0.0648,0.1883,0.0383,0.2126,0.0,0.2126,0.0,0.0097,0.4157,0.1671,0.1863,0.0,0.0,0.2,0.2,0.0383,0.0934,0.1597,0.1046,0.0,0.3509,0.0,0.0743,0.1046,0.4092,0.0949,0.0097,0.0097,0.1324,0.1582,0.0411,0.1383,0.0,0.1383,0.0,0.3818,0.0,0.3818,0.0,0.0097,0.0,0.2995,0.3092,0.0383,0.1582,0.1324,0.0125,0.0,0.2766,0.0,0.0,0.0,0.4252,0.0949,0.2435,0.2143,0.1393,0.1383,0.2869,0.2995,0.0056,0.0,0.0949,0.1046,0.1965,0.0,0.0949,0.0,0.0,0.1383,0.2869
56,1120.0,0.2338,0.2119,0.2292,0.1233,0.0127,0.0503,0.2292,0.0,0.0726,0.0883,0.0,0.1233,0.1485,0.3127,0.0,0.1642,0.1485,0.0507,0.463,0.136,0.0188,0.0188,0.2419,0.0127,0.0188,0.0695,0.0726,0.1233,0.3127,0.1642,0.1485,0.0,0.0726,0.3392,0.2211,0.1653,0.0188,0.14,0.0,0.1334,0.0914,0.0507,0.0726,0.0695,0.0,0.3127,0.1485,0.1642,0.1485,0.0,0.2338,0.0853,0.2682,0.1704,0.1612,0.0634,0.0,0.0,0.4584,0.0,0.0821,0.1328,0.0726,0.1233,0.0726,0.1739,0.2211,0.0,0.0376,0.3067,0.1485,0.1704,0.0,0.2292,0.0,0.2292,0.0726,0.1328,0.0726,0.1328,0.2338,0.2119,0.2292,0.1233,0.0127,0.0503,0.2292,0.0,0.0726,0.0883,0.0,0.1233,0.1485,0.3127,0.0,0.1642
57,1140.0,0.0,0.0,0.2323,0.3557,0.1405,0.1597,0.1641,0.3073,0.1283,0.1283,0.0682,0.1916,0.0122,0.0,0.0,0.1118,0.588,0.0,0.0,0.0,0.3596,0.0742,0.1283,0.2095,0.2598,0.0,0.1283,0.1283,0.0,0.0742,0.0,0.0498,0.1641,0.0,0.3557,0.0682,0.4521,0.062,0.1641,0.0934,0.2566,0.0,0.1916,0.0682,0.0,0.062,0.0,0.062,0.0,0.0244,0.1283,0.1283,0.0157,0.0,0.1283,0.144,0.4646,0.0,0.0,0.0,0.7271,0.124,0.0,0.1153,0.2566,0.0122,0.0,0.0122,0.2723,0.0,0.0,0.0157,0.1641,0.0,0.2323,0.0682,0.1798,0.1118,0.4791,0.1957,0.0,0.0,0.2323,0.3557,0.1405,0.1597,0.1641,0.3073,0.1283,0.1283,0.0682,0.1916,0.0122,0.0,0.0,0.1118
58,1160.0,0.3319,0.0175,0.1688,0.1456,0.2257,0.0175,0.0626,0.1456,0.1398,0.0,0.0997,0.1143,0.2284,0.0,0.1883,0.1143,0.0351,0.1456,0.0,0.4831,0.0175,0.1456,0.0,0.2883,0.0371,0.0371,0.0772,0.2024,0.0371,0.0371,0.0772,0.3796,0.1632,0.1687,0.0175,0.3144,0.1456,0.0801,0.0175,0.2082,0.1143,0.0626,0.1143,0.0626,0.1143,0.1512,0.1143,0.1512,0.0263,0.1456,0.0772,0.6767,0.0175,0.0,0.0,0.0175,0.0459,0.0371,0.0,0.4364,0.0371,0.1827,0.0772,0.2228,0.2316,0.2313,0.0947,0.3682,0.0,0.0175,0.0175,0.0,0.0459,0.2138,0.0371,0.2226,0.2599,0.0,0.1143,0.1456,0.3319,0.0175,0.1688,0.1456,0.2257,0.0175,0.0626,0.1456,0.1398,0.0,0.0997,0.1143,0.2284,0.0,0.1883,0.1143
59,1180.0,0.1918,0.0191,0.0,0.1727,0.4263,0.0523,0.537,0.0174,0.3269,0.0,0.0,0.1727,0.0,0.0332,0.0332,0.0174,0.3454,0.0191,0.0,0.0191,0.0087,0.4307,0.1673,0.4263,0.3454,0.0,0.0,0.1542,0.0087,0.0332,0.0419,0.0,0.1918,0.0191,0.0,0.1727,0.2808,0.061,0.2357,0.4555,0.1727,0.0,0.0771,0.2498,0.0087,0.0419,0.0332,0.0,0.3454,0.1456,0.0,0.454,0.0,0.0523,0.0332,0.0191,0.0,0.2851,0.1586,0.1265,0.3628,0.0,0.0174,0.0,0.3183,0.0191,0.1542,0.4534,0.0191,0.0523,0.0332,0.0,0.1265,0.0332,0.1586,0.2519,0.1901,0.0174,0.0,0.1727,0.1918,0.0191,0.0,0.1727,0.4263,0.0523,0.537,0.0174,0.3269,0.0,0.0,0.1727,0.0,0.0332,0.0332,0.0174
60,1200.0,0.0088,0.0088,0.0524,0.0,0.09,0.1453,0.0524,0.5225,0.09,0.294,0.0168,0.3772,0.0088,0.1709,0.0168,0.1453,0.0088,0.0262,0.0088,0.0262,0.2336,0.4051,0.0,0.1715,0.2504,0.3722,0.1386,0.0168,0.0256,0.1453,0.0088,0.1621,0.0088,0.0524,0.0,0.0088,0.3789,0.0524,0.1436,0.2353,0.2336,0.0336,0.4208,0.09,0.1541,0.0336,0.0,0.1541,0.0988,0.09,0.0088,0.0,0.0256,0.2839,0.1474,0.1621,0.0168,0.0524,0.0,0.0692,0.3772,0.5225,0.0,0.1453,0.0988,0.0,0.0,0.0988,0.1541,0.0336,0.2772,0.1541,0.0,0.1384,0.0,0.0,0.5225,0.0,0.2872,0.2353,0.0088,0.0088,0.0524,0.0,0.09,0.1453,0.0524,0.5225,0.09,0.294,0.0168,0.3772,0.0088,0.1709,0.0168,0.1453
61,1220.0,0.0275,0.139,0.1115,0.0,0.0275,0.1876,0.0854,0.0747,0.0,0.1515,0.0,0.7215,0.0,0.2369,0.0107,0.2262,0.055,0.1708,0.0368,0.0154,0.055,0.1708,0.0747,0.0747,0.1515,0.285,0.285,0.1515,0.1515,0.0,0.0961,0.2262,0.0,0.1115,0.1404,0.0261,0.0,0.0854,0.2898,0.0,0.1515,0.285,0.0,0.4365,0.1515,0.0107,0.1494,0.1622,0.055,0.0,0.0,0.0,0.2065,0.1708,0.1038,0.2339,0.0,0.1708,0.0291,0.0077,0.1515,0.285,0.3597,0.2262,0.0,0.0,0.055,0.0,0.1515,0.1038,0.2898,0.1699,0.0,0.1038,0.0854,0.0184,0.1515,0.285,0.1494,0.4365,0.0275,0.139,0.1115,0.0,0.0275,0.1876,0.0854,0.0747,0.0,0.1515,0.0,0.7215,0.0,0.2369,0.0107,0.2262
