,steps,a1_b1,a1_b2,a1_b3,a1_b4,a1_c1,a1_c2,a1_c3,a1_c4,a1_d1,a1_d2,a1_d3,a1_d4,a2_b1,a2_b2,a2_b3,a2_b4,a2_c1,a2_c2,a2_c3,a2_c4,a2_d1,a2_d2,a2_d3,a2_d4,a3_b1,a3_b2,a3_b3,a3_b4,a3_c1,a3_c2,a3_c3,a3_c4,a3_d1,a3_d2,a3_d3,a3_d4,a4_b1,a4_b2,a4_b3,a4_b4,a4_c1,a4_c2,a4_c3,a4_c4,a4_d1,a4_d2,a4_d3,a4_d4,b1_c1,b1_c2,b1_c3,b1_c4,b1_d1,b1_d2,b1_d3,b1_d4,b2_c1,b2_c2,b2_c3,b2_c4,b2_d1,b2_d2,b2_d3,b2_d4,b3_c1,b3_c2,b3_c3,b3_c4,b3_d1,b3_d2,b3_d3,b3_d4,b4_c1,b4_c2,b4_c3,b4_c4,b4_d1,b4_d2,b4_d3,b4_d4,c1_d1,c1_d2,c1_d3,c1_d4,c2_d1,c2_d2,c2_d3,c2_d4,c3_d1,c3_d2,c3_d3,c3_d4,c4_d1,c4_d2,c4_d3,c4_d4
438,8760.0,0.2823,0.0,0.2823,0.0,0.2823,0.0,0.2823,0.0,0.4354,0.4354,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.0,0.0,0.0,0.5646,0.0,0.0,0.0,0.0,0.0,0.8708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823,0.2823,0.0,0.0,0.2823,0.2823,0.0,0.4354,0.4354,0.0,0.0,0.0,0.0,0.0,0.5646,0.0,0.4354,0.0,0.0,0.0,0.4354,0.0,0.5646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2177,0.5,0.2823,0.0,0.2177,0.2177,0.0,0.0,0.0,0.2823,0.2823,0.0,0.0,0.0,0.0,0.2823,0.0,0.2823,0.0,0.2823,0.0,0.2823,0.0,0.4354,0.4354,0.0,0.0,0.0,0.0,0.0,0.0
439,8780.0,0.0,0.0,0.0,0.0,0.2104,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.2104,0.0,1.3688,0.0,0.0,0.0,0.0,0.0,0.2104,0.0,0.0,0.2104,0.0,0.0,0.0,0.0,1.3688,0.0,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4208,0.0,0.0,0.0,0.0,0.5792,0.5792,0.0,0.4208,0.2104,0.0,0.0,0.2104,0.0,0.0,0.0,0.0,1.3688,0.0,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4208,0.0,0.0,0.0,0.0,0.5792,0.5792,0.0,0.4208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2104,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.2104,0.0,1.3688,0.0
440,8800.0,0.3122,0.0,0.3122,0.0,0.3122,0.0,0.3122,0.0,0.0,0.0,0.1878,0.1878,0.0,0.0,0.1878,0.1878,0.3122,0.0,0.3122,0.0,0.3122,0.0,0.3122,0.0,0.0,0.3756,0.0,0.0,0.0,0.3756,0.0,0.0,0.0,0.3122,0.0,0.3122,0.0,0.3122,0.0,0.3122,0.1878,0.1878,0.0,0.0,0.1878,0.1878,0.0,0.0,0.3122,0.0,0.3122,0.0,0.0,0.0,0.0,0.0,0.3122,0.3756,0.3122,0.0,0.0,0.3756,0.0,0.0,0.0,0.3122,0.0,0.3122,0.0,0.0,0.0,0.0,0.1878,0.5,0.0,0.3122,0.1878,0.1878,0.0,0.0,0.3122,0.0,0.3122,0.0,0.3122,0.0,0.3122,0.0,0.0,0.0,0.1878,0.1878,0.0,0.0,0.1878,0.1878
441,8820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3131,0.0,0.0,0.3131,0.6869,0.3738,0.0,0.3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6262,0.0,0.0,0.3738,0.6262,0.0,0.3738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6262,0.0,0.0,0.3738,1.0,0.1869,0.6262,0.0,0.1869,0.1869,0.0,0.0,0.1869,0.0,0.0,0.0,0.0,0.0,0.6262,0.0,0.0,0.0,0.0,0.1869,0.8131,0.0,0.0,0.1869,0.1869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3131,0.0,0.0,0.3131,0.6869,0.3738,0.0,0.3131
442,8840.0,0.0,0.0,0.6472,0.6472,0.0,0.1764,0.0,0.1764,0.0,0.1764,0.0,0.1764,0.0,0.0,0.0,0.0,0.0,0.6472,0.6472,0.0,0.1764,0.0,0.1764,0.0,0.1764,0.0,0.1764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2944,0.1764,0.0,0.1764,0.0,0.1764,0.0,0.1764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764,0.0,0.1764,0.0,0.0,0.3236,0.3236,0.0,0.1764,0.3236,0.5,0.0,0.0,0.0,0.0,0.0,0.1764,0.0,0.1764,0.0,0.0,0.0,0.0,0.6472,0.1764,0.0,0.1764,0.6472,0.0,0.0,0.6472,0.6472,0.0,0.1764,0.0,0.1764,0.0,0.1764,0.0,0.1764,0.0,0.0,0.0,0.0
443,8860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.8515,0.0,0.0,0.1485,0.1485,0.0,0.0,0.0,0.703,0.0,0.0,0.0,0.0,0.3515,0.0,0.5,0.1485,0.0,0.0,0.1485,0.1485,0.3515,0.0,0.3515,0.0,0.0,0.0,0.0,0.0,0.1485,0.0,0.1485,0.703,0.1485,0.0,0.1485,0.0,0.0,0.0,0.0,0.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.1485,0.703,0.0,0.8515,0.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.0,0.1485,0.0,0.1485,0.0,0.1485,1.406,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.8515,0.0,0.0,0.1485,0.1485,0.0,0.0,0.0,0.703
444,8880.0,0.2736,0.0,0.0,0.0,0.3632,0.0,0.0,0.3632,0.2736,0.0,0.0,0.0,0.3632,0.0,0.0,0.3632,0.1368,0.0,0.1368,0.0,0.0,0.3632,0.3632,0.0,0.1368,0.0,0.1368,0.0,0.0,0.3632,0.3632,0.0,0.0,0.1368,0.1368,0.0,0.3632,0.0,0.3632,0.0,0.0,0.1368,0.1368,0.0,0.3632,0.0,0.3632,0.0,0.2736,0.3632,0.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3632,0.3632,0.0,0.3632,0.2736,0.6368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3632,0.0,0.3632,0.0,0.2736,0.0,0.0,0.0,0.3632,0.0,0.0,0.3632,0.2736,0.0,0.0,0.0,0.3632,0.0,0.0,0.3632
445,8900.0,0.3675,0.0,0.0,0.3675,0.0,0.1325,0.0,0.1325,0.3675,0.0,0.0,0.3675,0.0,0.1325,0.0,0.1325,0.0,0.0,0.0,0.735,0.0,0.1325,0.1325,0.0,0.0,0.0,0.0,0.735,0.0,0.1325,0.1325,0.0,0.3675,0.0,0.0,0.3675,0.265,0.0,0.0,0.0,0.3675,0.0,0.0,0.3675,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.735,0.0,0.1325,0.1325,0.0,0.0,0.0,0.0,0.0,0.0,0.1325,0.1325,0.735,0.3675,0.0,0.0,0.3675,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6325,0.0,0.0,0.3675,0.3675,0.0,0.0,0.3675,0.0,0.1325,0.0,0.1325,0.3675,0.0,0.0,0.3675,0.0,0.1325,0.0,0.1325
446,8920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762,0.2762,0.7238,0.7238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762,0.0,0.2762,1.4476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762,0.0,0.0,0.2762,1.4476,0.0,0.0,0.0,0.7238,0.0,0.0,0.0,0.7238,0.0,0.0,0.0,0.0,0.1381,0.0,0.1381,0.0,0.1381,0.0,0.1381,0.7238,0.0,0.0,0.0,0.7238,0.0,0.0,0.0,0.1381,0.0,0.0,0.1381,0.1381,0.0,0.0,0.1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762,0.2762,0.7238,0.7238,0.0,0.0
447,8940.0,0.0,0.0,0.0,0.0,0.0,0.369,0.0,0.369,0.0,0.0,0.0,0.262,0.0,0.369,0.0,0.631,0.0,0.0,0.0,0.0,0.369,0.369,0.0,0.0,0.131,0.0,0.131,0.0,0.5,0.369,0.131,0.0,0.0,0.0,0.0,0.0,0.369,0.369,0.0,0.0,0.0,0.0,0.131,0.131,0.369,0.369,0.131,0.131,0.0,0.0,0.0,0.0,0.369,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.631,0.369,0.262,0.0,0.0,0.0,0.0,0.0,0.369,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.369,0.262,0.262,0.0,0.0,0.0,0.0,0.0,0.369,0.0,0.369,0.0,0.0,0.0,0.262,0.0,0.369,0.0,0.631
448,8960.0,0.0,0.714,0.0,0.286,0.0,0.0,0.0,0.286,0.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.714,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.714,0.0,0.0,0.0,0.0,0.0,0.5,0.357,0.0,0.143,0.143,0.0,0.0,0.143,0.357,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.428,0.0,0.0,0.0,0.0,0.0,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.286,0.0,0.714,0.0,0.286,0.0,0.0,0.0,0.286,0.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0
449,8980.0,0.0,0.0,0.7368,0.7368,0.0,0.0,0.0,0.0,0.0,0.2632,0.0,0.0,0.0,0.2632,0.0,0.0,0.7368,0.0,0.0,0.7368,0.0,0.0,0.0,0.0,0.0,0.1316,0.0,0.1316,0.0,0.1316,0.0,0.1316,0.0,0.0,0.7368,0.7368,0.0,0.0,0.0,0.0,0.0,0.1316,0.0,0.1316,0.0,0.1316,0.0,0.1316,0.0,0.0,0.0,0.0,0.0,0.2632,0.0,0.2632,0.3684,0.0,0.0,0.3684,0.3684,0.0,0.0,0.3684,0.0,0.0,0.0,0.0,0.0,0.2632,0.0,0.2632,0.0,0.0,0.3684,0.3684,0.0,0.0,0.3684,0.3684,0.0,0.0,0.7368,0.7368,0.0,0.0,0.0,0.0,0.0,0.2632,0.0,0.0,0.0,0.2632,0.0,0.0
450,9000.0,0.3629,0.0,0.3629,0.0,0.3629,0.0,0.3629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5484,0.0,0.3629,0.3629,0.0,0.0,0.3629,0.3629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2742,0.2742,0.3629,0.0,0.3629,0.0,0.3629,0.0,0.3629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2742,0.2742,0.3629,0.3629,0.0,0.0,0.0,0.0,0.0,0.0,0.3629,0.3629,0.2742,0.2742,0.0,0.0,0.0,0.0,0.3629,0.0,0.3629,0.0,0.0,0.0,0.0,0.0,0.3629,0.0,0.6371,0.2742,0.0,0.0,0.0,0.0,0.3629,0.0,0.3629,0.0,0.3629,0.0,0.3629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5484,0.0
451,9020.0,0.0,0.0,0.1205,0.1205,0.0,0.0,0.3795,0.3795,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.1205,0.0,0.0,0.1205,0.3795,0.0,0.0,0.3795,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.241,0.0,0.0,0.759,0.0,0.0,0.0,0.759,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759,0.241,0.0,0.0,0.759,0.241,0.0,0.0,0.0,0.0,0.1205,0.1205,0.0,0.0,0.3795,0.3795,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
452,9040.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0,0.444,0.0,0.0,0.0,0.0,0.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.389,0.389,0.222,0.0,0.0,0.0,0.0,0.0,0.389,0.389,0.0,0.0,0.0,0.0,0.0,0.389,0.222,0.222,0.389,0.0,0.0,0.0,0.0,0.389,0.0,0.0,0.389,0.0,0.0,0.0,0.0,0.0,0.778,0.778,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.778,0.0,0.0,0.778,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0,0.444,0.0,0.0,0.0,0.0,0.0,0.778,0.0,0.0
453,9060.0,0.0,0.5,0.0,0.5,0.0,0.3754,0.0,0.3754,0.0,0.1246,0.0,0.1246,0.0,0.0,0.0,0.0,0.1246,0.0,0.3754,0.5,0.0,0.0,0.3754,0.3754,0.1246,0.0,0.0,0.1246,0.0,0.0,0.0,0.0,0.5,0.3754,0.1246,0.0,0.3754,0.3754,0.0,0.0,0.1246,0.0,0.1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1246,0.0,0.3754,0.5,0.0,0.0,0.0,0.0,0.1246,0.0,0.3754,0.5,0.0,0.0,0.0,0.0,0.5,0.3754,0.1246,0.0,0.0,0.0,0.0,0.0,0.5,0.3754,0.1246,0.0,0.0,0.5,0.0,0.5,0.0,0.3754,0.0,0.3754,0.0,0.1246,0.0,0.1246,0.0,0.0,0.0,0.0
454,9080.0,0.3686,0.1314,0.1314,0.3686,0.0,0.0,0.0,0.0,0.3686,0.0,0.0,0.3686,0.0,0.1314,0.1314,0.0,0.1314,0.0,0.3686,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3686,0.3686,0.1314,0.0,0.0,0.1314,0.3686,0.3686,0.2628,0.0,0.0,0.0,0.0,0.0,0.3686,0.3686,0.0,0.0,0.0,0.0,0.2628,0.0,0.0,0.0,0.3686,0.3686,0.1314,0.0,0.0,0.1314,0.1314,0.0,0.0,0.1314,0.0,0.0,0.3686,0.3686,0.3686,0.3686,0.0,0.0,0.0,0.0,0.2628,0.0,0.0,0.0,0.2628,0.0,0.3686,0.3686,0.0,0.0,0.3686,0.1314,0.1314,0.3686,0.0,0.0,0.0,0.0,0.3686,0.0,0.0,0.3686,0.0,0.1314,0.1314,0.0
455,9100.0,0.2816,0.7184,0.7184,0.0,0.2816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7184,1.0,0.0,0.0,0.0,0.2816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8592,0.0,0.8592,0.0,0.1408,0.0,0.1408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5632,0.0,0.0,0.3592,0.3592,0.0,0.0,0.3592,0.3592,0.0,0.0,0.0,0.0,0.0,0.0,0.2816,0.0,0.2816,0.0,0.3592,0.0,0.3592,0.0,0.3592,0.0,0.3592,0.0,0.0,0.0,0.0,0.2816,0.7184,0.7184,0.0,0.2816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,9120.0,0.3529,0.0,0.3529,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1471,0.0,0.1471,0.0,0.0,0.7058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2942,0.0,0.0,0.3529,0.3529,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1471,0.1471,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3529,0.0,0.3529,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1471,0.0,0.1471,0.0
457,9140.0,0.0,0.0,0.0,0.0,0.0,0.6976,0.0,0.6048,0.0,0.6976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6976,0.6048,0.0,0.0,0.6976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3488,0.6512,0.3024,0.0,0.3488,0.3488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6976,0.6976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3024,0.3024,0.0,0.0,0.0,0.0,0.0,0.6976,0.0,0.6048,0.0,0.6976,0.0,0.0,0.0,0.0,0.0,0.0
458,9160.0,0.0,0.0,0.0,0.0,0.2994,0.0,0.0,0.2994,0.7006,0.0,0.0,0.7006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2994,0.2994,0.0,0.0,0.7006,0.0,0.7006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2994,0.2994,0.0,0.0,0.0,0.0,0.7006,0.7006,0.0,0.0,0.0,0.0,0.0,0.5,0.1497,0.3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1497,0.3503,0.1497,0.1497,0.3503,0.3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1497,0.1497,0.3503,0.3503,0.0,0.0,0.0,0.0,0.2994,0.0,0.0,0.2994,0.7006,0.0,0.0,0.7006,0.0,0.0,0.0,0.0
459,9180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3521,0.0,0.1479,0.5,0.3521,0.0,0.1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3521,0.6479,0.0,0.0,0.3521,0.6479,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3521,0.3521,0.0,0.0,0.0,0.0,0.0,0.0,0.1479,0.1479,0.0,0.3521,0.6479,0.0,0.0,0.3521,0.3521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3521,0.0,0.1479,0.5,0.3521,0.0,0.1479
460,9200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7172,0.7172,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,0.2828,0.0,0.0,0.0,0.0,0.0,1.4344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5656,0.0,0.0,0.0,0.0,0.0,0.0,0.7172,0.7172,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,0.0,0.2828,0.0,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,0.0,0.7172,0.0,0.0,0.0,0.7172,0.2828,0.0,0.0,0.0,0.0,0.0,0.1414,0.0,0.0,0.1414,0.0,0.3586,0.3586,0.0,0.1414,0.3586,0.3586,0.1414,0.0,0.0,0.0,0.0,0.0,0.0,0.7172,0.7172,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,0.2828
461,9220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,1.448,0.138,0.138,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724,0.724,0.276,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,1.448,0.138,0.138,0.0,0.0,0.138,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.724,0.724,0.0,0.0,0.0,0.0,0.276,0.138,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,1.448,0.0,0.138,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,1.448,0.138,0.138,0.0,0.0,0.138
462,9240.0,0.0,0.7026,0.7026,0.0,0.0,0.1487,0.0,0.1487,0.0,0.1487,0.0,0.1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4052,0.1487,0.0,0.0,0.1487,0.1487,0.0,0.0,0.1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4052,0.0,0.2974,0.0,0.0,0.0,0.2974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1487,0.0,0.0,0.8513,0.0,0.0,0.0,0.7026,0.1487,0.0,0.0,0.1487,0.0,0.0,0.0,0.0,0.0,0.2974,0.0,0.7026,0.0,0.0,0.0,0.7026,0.0,0.2974,0.0,0.0,0.0,0.7026,0.7026,0.0,0.0,0.1487,0.0,0.1487,0.0,0.1487,0.0,0.1487,0.0,0.0,0.0,0.0
463,9260.0,0.0,0.1641,0.0,0.1641,0.0,0.0,0.0,0.0,0.3359,0.3359,0.0,0.0,0.3359,0.5,0.0,0.1641,0.1641,0.0,0.0,0.1641,0.0,0.0,0.0,0.0,0.0,0.3359,0.0,0.3359,0.1641,0.3359,0.0,0.5,0.1641,0.1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6718,0.0,0.0,0.1641,0.8359,0.0,0.0,0.0,0.3359,0.0,0.3359,0.1641,0.3359,0.0,0.5,0.0,0.0,0.0,0.0,0.1641,0.0,0.0,0.1641,0.0,0.6718,0.0,0.0,0.1641,0.8359,0.0,0.0,0.0,0.0,0.0,0.0,0.1641,0.1641,0.0,0.0,0.0,0.1641,0.0,0.1641,0.0,0.0,0.0,0.0,0.3359,0.3359,0.0,0.0,0.3359,0.5,0.0,0.1641
464,9280.0,0.3435,0.0,0.3435,0.0,0.0,0.313,0.313,0.0,0.0,0.0,0.0,0.0,0.3435,0.0,0.3435,0.0,0.0,0.3435,0.0,0.3435,0.313,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.3435,0.0,0.3435,0.3435,0.0,0.3435,0.0,0.0,0.313,0.0,0.313,0.0,0.0,0.0,0.0,0.3435,0.0,0.3435,0.0,0.0,0.3435,0.0,0.3435,0.1565,0.0,0.1565,0.0,0.1565,0.3435,0.1565,0.3435,0.0,0.0,0.0,0.0,0.3435,0.0,0.3435,0.0,0.0,0.1565,0.0,0.1565,0.3435,0.1565,0.3435,0.1565,0.0,0.0,0.0,0.0,0.3435,0.0,0.3435,0.0,0.0,0.313,0.313,0.0,0.0,0.0,0.0,0.0,0.3435,0.0,0.3435,0.0
465,9300.0,0.0,0.6794,0.0,0.0,0.0,0.6794,0.0,0.3206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3206,0.0,0.0,0.3397,0.3397,0.0,0.1603,0.3397,0.5,0.0,0.0,0.0,0.0,0.0,0.1603,0.0,0.1603,0.0,0.0,0.6794,0.0,0.1603,0.0,0.6794,0.1603,0.0,0.0,0.0,0.0,0.1603,0.0,0.0,0.1603,0.0,0.0,0.0,0.0,0.0,0.0,0.6794,0.6794,0.0,0.0,0.0,0.0,0.0,0.3206,0.0,0.3206,0.0,0.0,0.0,0.0,0.0,0.0,1.3588,0.0,0.0,0.0,0.0,0.0,0.3206,0.0,0.0,0.3206,0.0,0.6794,0.0,0.0,0.0,0.6794,0.0,0.3206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3206
466,9320.0,1.406,0.0,0.0,0.0,0.0,0.0,0.1485,0.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.1485,0.0,0.0,1.406,0.0,0.0,0.0,0.1485,0.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.1485,0.0,0.0,0.703,0.703,0.1485,0.0,0.1485,0.0,0.0,0.0,0.0,0.0,0.1485,0.0,0.1485,0.0,0.0,0.0,1.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.1485,0.0,0.0,0.1485,0.1485,0.0,0.0,0.703,0.703,0.0,0.0,0.0,0.0,0.1485,0.0,0.1485,0.0,0.1485,0.0,0.1485,0.0,1.406,0.0,0.0,0.0,0.0,0.0,0.1485,0.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.1485
467,9340.0,0.0,0.0,0.1348,0.8652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348,0.8652,0.0,0.8652,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8652,0.1348,0.0,0.0,0.1348,0.5,0.3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348,0.5,0.3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348,0.1348,0.0,0.0,1.5956,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348,0.1348,0.0,0.0,0.1348,0.8652,0.7304,0.0,0.0,0.1348,0.8652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348,0.8652
468,9360.0,0.0,0.0,0.0,0.0,0.7326,0.0,0.7326,0.0,0.1337,0.1337,0.0,0.0,0.1337,0.1337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7326,0.0,0.7326,0.2674,0.0,0.0,0.0,0.2674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7326,0.0,0.0,0.7326,0.1337,0.0,0.1337,0.0,0.1337,0.0,0.1337,0.0,0.2674,0.3663,0.0,0.3663,0.2674,0.0,0.0,0.0,0.0,0.3663,0.0,0.3663,0.0,0.0,0.0,0.0,0.5,0.0,0.1337,0.3663,0.1337,0.0,0.1337,0.0,0.3663,0.0,0.0,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7326,0.0,0.7326,0.0,0.1337,0.1337,0.0,0.0,0.1337,0.1337,0.0,0.0
469,9380.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.5,0.0,0.3696,0.0,0.0,0.0,0.0,0.1304,0.5,0.0,0.3696,0.0,0.0,0.0,0.0,0.7392,0.0,0.1304,0.1304,0.0,0.0,0.0,0.0,0.7392,0.0,0.1304,0.1304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608,1.0,0.0,0.7392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4784,0.0,0.2608,0.2608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
